Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
2019-08-05,2199.89990234375,2252.25,2195.60009765625,2248.60009765625,2136.045166015625,3039682,2133.422497558594,2183.0050048828125,0,,NULL
2019-08-06,2232.800048828125,2251.949951171875,2211.449951171875,2214.89990234375,2104.03173828125,2885467,2137.4999877929686,2186.2000048828127,0,0.0,NULL
2019-08-07,2230.0,2238.5,2207.25,2213.449951171875,2102.654296875,2165362,2142.762487792969,2188.99400390625,0,0.0,NULL
2019-08-08,2228.89990234375,2281.0,2218.89990234375,2258.10009765625,2145.069580078125,2073298,2150.539990234375,2192.0050048828125,0,0.0,NULL
2019-08-09,2260.0,2267.89990234375,2241.35009765625,2246.25,2133.8125,1744550,2157.4724853515627,2194.00400390625,0,0.0,NULL
2019-08-13,2245.0,2246.25,2194.300048828125,2199.449951171875,2089.355224609375,1647281,2160.1599853515627,2194.062001953125,0,0.0,NULL
2019-08-14,2181.10009765625,2217.85009765625,2167.39990234375,2204.39990234375,2094.057373046875,1945002,2165.07998046875,2193.3039990234374,0,0.0,NULL
2019-08-16,2241.39990234375,2241.39990234375,2143.25,2165.10009765625,2056.724609375,3755507,2167.4724853515627,2192.9439990234373,0,0.0,NULL
2019-08-19,2180.0,2186.0,2157.699951171875,2163.0,2054.72998046875,974884,2172.324987792969,2192.8819970703125,0,0.0,NULL
2019-08-20,2172.0,2205.0,2166.5,2186.75,2077.290771484375,1843611,2177.814990234375,2192.9819970703124,0,0.0,NULL
2019-08-21,2184.949951171875,2202.0,2182.25,2186.199951171875,2076.7685546875,1214408,2181.629992675781,2192.07599609375,0,0.0,NULL
2019-08-22,2187.0,2235.64990234375,2170.0,2216.0,2105.076416015625,2131601,2186.8074951171875,2191.3399951171873,0,0.0,NULL
2019-08-23,2214.949951171875,2259.89990234375,2213.89990234375,2247.699951171875,2135.18994140625,2826425,2194.352490234375,2191.07599609375,1,1.0,SELL
2019-08-26,2247.0,2282.0,2225.0,2276.300048828125,2162.358642578125,2345475,2201.772497558594,2191.5199951171876,1,0.0,NULL
2019-08-27,2270.0,2274.85009765625,2229.0,2236.5,2124.55078125,3432106,2208.1449951171876,2191.1599951171875,1,0.0,NULL
2019-08-28,2240.0,2252.14990234375,2216.0,2239.25,2127.162841796875,1294621,2213.6074951171877,2190.96099609375,1,0.0,NULL
2019-08-29,2222.199951171875,2248.199951171875,2222.199951171875,2233.449951171875,2121.653076171875,1670652,2216.3224975585936,2190.6129931640626,1,0.0,NULL
2019-08-30,2241.0,2266.0,2218.0,2259.60009765625,2146.49462890625,2583625,2219.0175048828123,2190.6069970703124,1,0.0,NULL
2019-09-03,2270.0,2296.199951171875,2236.949951171875,2251.60009765625,2138.894775390625,2545060,2222.595007324219,2190.08,1,0.0,NULL
2019-09-04,2265.0,2270.0,2233.0,2245.39990234375,2133.0048828125,2228092,2224.6,2189.99099609375,1,0.0,NULL
2019-09-05,2242.199951171875,2253.64990234375,2207.300048828125,2215.300048828125,2104.411865234375,2055943,2222.9349975585938,2188.7869970703123,1,0.0,NULL
2019-09-06,2216.0,2233.5,2192.60009765625,2197.5,2087.502685546875,1890550,2222.0650024414062,2187.38099609375,1,0.0,NULL
2019-09-09,2200.0,2202.85009765625,2179.800048828125,2182.85009765625,2073.585693359375,1703945,2220.535009765625,2185.9539990234375,1,0.0,NULL
